State,Area,Crop_Year,Season
Telangana,2409,2019,Kharif     
Telangana,129914,2019,Rabi       
Telangana,12363,2019,Kharif     
Telangana,98576,2019,Rabi       
Telangana,431,2019,Kharif     
Telangana,619,2019,Rabi       
Telangana,57139,2019,Kharif     
Telangana,31090,2019,Rabi       
Telangana,390692,2019,Kharif     
Telangana,252561,2019,Rabi       
Telangana,59908,2019,Kharif     
Telangana,5904,2019,Rabi       
Telangana,2383,2019,Kharif     
Telangana,5026,2019,Rabi       
Telangana,3,2019,Kharif     
Telangana,994,2019,Rabi       
Telangana,1488,2019,Kharif     
Telangana,262,2019,Rabi       
Telangana,1631151,2019,Kharif     
Telangana,1585062,2019,Rabi       
Telangana,1,2019,Kharif     
Telangana,1584,2019,Rabi       
Telangana,495,2019,Kharif     
Telangana,19765,2019,Rabi       
Telangana,924,2019,Kharif     
Telangana,69,2019,Rabi       
Telangana,172092,2019,Kharif     
Telangana,26115,2019,Kharif     
Telangana,63,2019,Kharif     
Telangana,4469,2019,Rabi       
Telangana,15,2019,Kharif     
Telangana,108,2019,Rabi       
Telangana,1358,2019,Kharif     
Telangana,1595,2019,Rabi       
Telangana,55444,2019,Kharif     
Telangana,14723,2019,Kharif     
Telangana,6816,2019,Rabi       
Telangana,1,2019,Kharif     
Telangana,4471,2019,Rabi       
Tripura,4832,2019,Kharif     
Tripura,760,2019,Kharif     
Tripura,4032,2019,Kharif     
Tripura,291,2019,Rabi       
Tripura,1207,2019,Kharif     
Tripura,1160,2019,Rabi       
Tripura,545,2019,Kharif     
Tripura,335,2019,Rabi       
Tripura,623,2019,Kharif     
Tripura,52,2019,Rabi       
Tripura,12485,2019,Kharif     
Tripura,2150,2019,Rabi       
Tripura,2214,2019,Rabi       
Tripura,430,2019,Kharif     
Tripura,2262,2019,Kharif     
Tripura,1770,2019,Rabi       
Tripura,872,2019,Rabi       
Tripura,126,2019,Kharif     
Tripura,3200,2019,Rabi       
Tripura,7895,2019,Rabi       
Tripura,34235,2019,Autumn     
Tripura,15228,2019,Kharif     
Tripura,70577,2019,Summer     
Tripura,147295,2019,Winter     
Tripura,6611,2019,Kharif     
Tripura,458,2019,Kharif     
Tripura,35,2019,Kharif     
Tripura,179,2019,Rabi       
Tripura,687,2019,Whole Year 
Tripura,2952,2019,Kharif     
Tripura,1967,2019,Rabi       
Tripura,148,2019,Rabi       
Tripura,93,2019,Rabi       
Uttar Pradesh,285000,2019,Kharif     
Uttar Pradesh,917090,2019,Kharif     
Uttar Pradesh,72585,2019,Summer     
Uttar Pradesh,166979,2019,Rabi       
Uttar Pradesh,7090,2019,Rabi       
Uttar Pradesh,3185,2019,Kharif     
Uttar Pradesh,13547,2019,Kharif     
Uttar Pradesh,34638,2019,Rabi       
Uttar Pradesh,880,2019,Kharif     
Uttar Pradesh,620776,2019,Rabi       
Uttar Pradesh,93822,2019,Kharif     
Uttar Pradesh,1979,2019,Kharif     
Uttar Pradesh,168047,2019,Kharif     
Uttar Pradesh,27073,2019,Rabi       
Uttar Pradesh,665264,2019,Kharif     
Uttar Pradesh,14992,2019,Rabi       
Uttar Pradesh,48817,2019,Summer     
Uttar Pradesh,463374,2019,Rabi       
Uttar Pradesh,48924,2019,Kharif     
Uttar Pradesh,44372,2019,Summer     
Uttar Pradesh,11734,2019,Rabi       
Uttar Pradesh,16231,2019,Summer     
Uttar Pradesh,343563,2019,Rabi       
Uttar Pradesh,552382,2019,Rabi       
Uttar Pradesh,702889,2019,Rabi       
Uttar Pradesh,5898690,2019,Kharif     
Uttar Pradesh,25659,2019,Summer     
Uttar Pradesh,1613,2019,Kharif     
Uttar Pradesh,355909,2019,Kharif     
Uttar Pradesh,8134,2019,Kharif     
Uttar Pradesh,53,2019,Summer     
Uttar Pradesh,22402,2019,Kharif     
Uttar Pradesh,2208347,2019,Kharif     
Uttar Pradesh,3421,2019,Summer     
Uttar Pradesh,15852,2019,Kharif     
Uttar Pradesh,34796,2019,Rabi       
Uttar Pradesh,250,2019,Summer     
Uttar Pradesh,1894,2019,Rabi       
Uttar Pradesh,518986,2019,Kharif     
Uttar Pradesh,45487,2019,Summer     
Uttar Pradesh,9852504,2019,Rabi       
Uttarakhand,3182,2019,Kharif     
Uttarakhand,20117,2019,Rabi       
Uttarakhand,4600,2019,Whole Year 
Uttarakhand,722,2019,Rabi       
Uttarakhand,669,2019,Kharif     
Uttarakhand,13223,2019,Kharif     
Uttarakhand,21193,2019,Kharif     
Uttarakhand,362,2019,Summer     
Uttarakhand,10246,2019,Rabi       
Uttarakhand,2,2019,Kharif     
Uttarakhand,10,2019,Summer     
Uttarakhand,9,2019,Kharif     
Uttarakhand,3474,2019,Whole Year 
Uttarakhand,51,2019,Rabi       
Uttarakhand,777,2019,Kharif     
Uttarakhand,371,2019,Rabi       
Uttarakhand,14318,2019,Kharif     
Uttarakhand,5903,2019,Rabi       
Uttarakhand,8156,2019,Kharif     
Uttarakhand,6411,2019,Rabi       
Uttarakhand,91584,2019,Kharif     
Uttarakhand,12639,2019,Rabi       
Uttarakhand,240411,2019,Kharif     
Uttarakhand,17370,2019,Summer     
Uttarakhand,2052,2019,Kharif     
Uttarakhand,50305,2019,Kharif     
Uttarakhand,8003,2019,Kharif     
Uttarakhand,90688,2019,Whole Year 
Uttarakhand,28,2019,Kharif     
Uttarakhand,3,2019,Whole Year 
Uttarakhand,1313,2019,Whole Year 
Uttarakhand,13173,2019,Kharif     
Uttarakhand,69,2019,Summer     
Uttarakhand,303283,2019,Rabi       
Uttarakhand,12,2019,Kharif     
Uttarakhand,4,2019,Rabi       
West Bengal,4845,2019,Rabi       
West Bengal,68,2019,Kharif     
West Bengal,278,2019,Rabi       
West Bengal,31300,2019,Whole Year 
West Bengal,305,2019,Kharif     
West Bengal,36103,2019,Rabi       
West Bengal,4110,2019,Autumn     
West Bengal,4687,2019,Rabi       
West Bengal,62233,2019,Summer     
West Bengal,1739,2019,Rabi       
West Bengal,180,2019,Autumn     
West Bengal,505226,2019,Kharif     
West Bengal,97112,2019,Rabi       
West Bengal,4055,2019,Rabi       
West Bengal,50026,2019,Autumn     
West Bengal,171547,2019,Rabi       
West Bengal,140811,2019,Summer     
West Bengal,172025,2019,Rabi       
West Bengal,12434,2019,Kharif     
West Bengal,2249,2019,Kharif     
West Bengal,1900,2019,Rabi       
West Bengal,70233,2019,Summer     
West Bengal,1005,2019,Kharif     
West Bengal,666,2019,Rabi       
West Bengal,1523,2019,Kharif     
West Bengal,20041,2019,Rabi       
West Bengal,433051,2019,Rabi       
West Bengal,1630,2019,Summer     
West Bengal,2851,2019,Autumn     
West Bengal,610402,2019,Rabi       
West Bengal,215126,2019,Autumn     
West Bengal,1271772,2019,Summer     
West Bengal,4004077,2019,Winter     
West Bengal,370,2019,Kharif     
West Bengal,651,2019,Autumn     
West Bengal,262135,2019,Summer     
West Bengal,584,2019,Winter     
West Bengal,1724,2019,Autumn     
West Bengal,4380,2019,Rabi       
West Bengal,249,2019,Kharif     
West Bengal,19177,2019,Whole Year 
West Bengal,7842,2019,Kharif     
West Bengal,15151,2019,Whole Year 
West Bengal,66846,2019,Kharif     
West Bengal,5502,2019,Rabi       
West Bengal,188308,2019,Rabi       
Uttarakhand,3327,2020,Kharif     
Uttarakhand,19280,2020,Rabi       
Uttarakhand,5345,2020,Whole Year 
Uttarakhand,728,2020,Rabi       
Uttarakhand,617,2020,Kharif     
Uttarakhand,13149,2020,Kharif     
Uttarakhand,19697,2020,Kharif     
Uttarakhand,198,2020,Summer     
Uttarakhand,9246,2020,Rabi       
Uttarakhand,9,2020,Kharif     
Uttarakhand,8,2020,Summer     
Uttarakhand,42,2020,Kharif     
Uttarakhand,3590,2020,Whole Year 
Uttarakhand,32,2020,Rabi       
Uttarakhand,623,2020,Kharif     
Uttarakhand,411,2020,Rabi       
Uttarakhand,14208,2020,Kharif     
Uttarakhand,4919,2020,Rabi       
Uttarakhand,6020,2020,Kharif     
Uttarakhand,5427,2020,Rabi       
Uttarakhand,85427,2020,Kharif     
Uttarakhand,13150,2020,Rabi       
Uttarakhand,241936,2020,Kharif     
Uttarakhand,15315,2020,Summer     
Uttarakhand,2017,2020,Kharif     
Uttarakhand,44769,2020,Kharif     
Uttarakhand,7246,2020,Kharif     
Uttarakhand,90184,2020,Whole Year 
Uttarakhand,3,2020,Kharif     
Uttarakhand,3,2020,Summer     
Uttarakhand,3,2020,Whole Year 
Uttarakhand,1299,2020,Whole Year 
Uttarakhand,12398,2020,Kharif     
Uttarakhand,58,2020,Summer     
Uttarakhand,297189,2020,Rabi       
Uttarakhand,13,2020,Kharif     
Uttarakhand,30,2020,Rabi       
Haryana,584000,1997,Kharif     
Haryana,42000,1997,Rabi       
Haryana,631000,1997,Whole Year 
Haryana,59000,1997,Kharif     
Haryana,295000,1997,Rabi       
Haryana,130000,1997,Kharif     
Haryana,26000,1997,Kharif     
Haryana,104000,1997,Rabi       
Haryana,64500,1997,Kharif     
Haryana,913000,1997,Kharif     
Haryana,141000,1997,Whole Year 
Haryana,2057000,1997,Rabi       
Nagaland,990,1997,Kharif     
Nagaland,900,1997,Kharif     
Nagaland,30000,1997,Kharif     
Nagaland,145000,1997,Kharif     
Nagaland,200,1997,Rabi       
Delhi,2595,1998,Kharif     
Delhi,305,1998,Kharif     
Delhi,1,1998,Kharif     
Delhi,152,1998,Rabi       
Delhi,9052,1998,Kharif     
Delhi,165,1998,Kharif     
Delhi,142,1998,Whole Year 
Delhi,7303,1998,Kharif     
Delhi,5,1998,Whole Year 
Delhi,31037,1998,Rabi       
Andhra Pradesh,106564,1999,Kharif     
Andhra Pradesh,10039,1999,Rabi       
Andhra Pradesh,264061,1999,Kharif     
Andhra Pradesh,1045704,1999,Kharif     
Andhra Pradesh,267789,1999,Whole Year 
Andhra Pradesh,162961,1999,Rabi       
Andhra Pradesh,1520577,1999,Kharif     
Andhra Pradesh,274540,1999,Rabi       
Andhra Pradesh,17595,1999,Kharif     
Andhra Pradesh,83409,1999,Rabi       
Andhra Pradesh,328773,1999,Kharif     
Andhra Pradesh,407156,1999,Rabi       
Andhra Pradesh,5864,1999,Rabi       
Andhra Pradesh,360070,1999,Kharif     
Andhra Pradesh,91938,1999,Rabi       
Andhra Pradesh,427217,1999,Kharif     
Andhra Pradesh,4942,1999,Rabi       
Andhra Pradesh,320634,1999,Kharif     
Andhra Pradesh,138055,1999,Rabi       
Andhra Pradesh,18602,1999,Kharif     
Andhra Pradesh,34925,1999,Whole Year 
Andhra Pradesh,82280,1999,Kharif     
Andhra Pradesh,14472,1999,Rabi       
Andhra Pradesh,2942,1999,Rabi       
Andhra Pradesh,2848794,1999,Kharif     
Andhra Pradesh,1165454,1999,Rabi       
Andhra Pradesh,16896,1999,Rabi       
Andhra Pradesh,116926,1999,Kharif     
Andhra Pradesh,54212,1999,Rabi       
Andhra Pradesh,232416,1999,Whole Year 
Andhra Pradesh,74294,1999,Kharif     
Andhra Pradesh,128826,1999,Whole Year 
Andhra Pradesh,80258,1999,Kharif     
Andhra Pradesh,380593,1999,Rabi       
Andhra Pradesh,13515,1999,Rabi       
Delhi,2719,1999,Kharif     
Delhi,261,1999,Kharif     
Delhi,1,1999,Kharif     
Delhi,62,1999,Rabi       
Delhi,8515,1999,Kharif     
Delhi,58,1999,Kharif     
Delhi,157,1999,Whole Year 
Delhi,8105,1999,Kharif     
Delhi,4,1999,Whole Year 
Delhi,33505,1999,Rabi       
Jammu and Kashmir,13357,1999,Kharif     
Jammu and Kashmir,34,1999,Kharif     
Jammu and Kashmir,10958,1999,Rabi       
Jammu and Kashmir,443,1999,Rabi       
Jammu and Kashmir,8,1999,Kharif     
Jammu and Kashmir,6,1999,Kharif     
Jammu and Kashmir,700,1999,Rabi       
Jammu and Kashmir,317324,1999,Kharif     
Jammu and Kashmir,68751,1999,Rabi       
Jammu and Kashmir,250625,1999,Kharif     
Jammu and Kashmir,6418,1999,Kharif     
Jammu and Kashmir,143,1999,Whole Year 
Delhi,3119,2000,Kharif     
Delhi,235,2000,Kharif     
Delhi,1,2000,Kharif     
Delhi,50,2000,Rabi       
Delhi,8625,2000,Kharif     
Delhi,55,2000,Kharif     
Delhi,2487,2000,Whole Year 
Delhi,6053,2000,Kharif     
Delhi,5,2000,Whole Year 
Delhi,27836,2000,Rabi       
Jammu and Kashmir,13340,2000,Kharif     
Jammu and Kashmir,34,2000,Kharif     
Jammu and Kashmir,8730,2000,Rabi       
Jammu and Kashmir,1000,2000,Whole Year 
Jammu and Kashmir,201,2000,Whole Year 
Jammu and Kashmir,40,2000,Kharif     
Jammu and Kashmir,398,2000,Rabi       
Jammu and Kashmir,12,2000,Kharif     
Jammu and Kashmir,361,2000,Rabi       
Jammu and Kashmir,330208,2000,Kharif     
Jammu and Kashmir,365,2000,Whole Year 
Jammu and Kashmir,66135,2000,Rabi       
Jammu and Kashmir,244051,2000,Kharif     
Jammu and Kashmir,275,2000,Whole Year 
Jammu and Kashmir,6591,2000,Kharif     
Jammu and Kashmir,126,2000,Whole Year 
Jammu and Kashmir,99,2000,Whole Year 
Jammu and Kashmir,11,2000,Whole Year 
Jammu and Kashmir,276815,2000,Rabi       
Jammu and Kashmir,8,2000,Kharif     
Jammu and Kashmir,729,2000,Rabi       
Delhi,2632,2001,Kharif     
Delhi,122,2001,Kharif     
Delhi,1,2001,Kharif     
Delhi,51,2001,Rabi       
Delhi,8627,2001,Kharif     
Delhi,53,2001,Kharif     
Delhi,545,2001,Kharif     
Delhi,63,2001,Whole Year 
Delhi,6405,2001,Kharif     
Delhi,3,2001,Whole Year 
Delhi,26114,2001,Rabi       
Jammu and Kashmir,13571,2001,Kharif     
Jammu and Kashmir,27,2001,Kharif     
Jammu and Kashmir,9837,2001,Rabi       
Jammu and Kashmir,69,2001,Kharif     
Jammu and Kashmir,178,2001,Rabi       
Jammu and Kashmir,12,2001,Kharif     
Jammu and Kashmir,1944,2001,Kharif     
Jammu and Kashmir,7,2001,Kharif     
Jammu and Kashmir,436,2001,Rabi       
Jammu and Kashmir,326476,2001,Kharif     
Jammu and Kashmir,51,2001,Rabi       
Jammu and Kashmir,2406,2001,Kharif     
Jammu and Kashmir,518,2001,Whole Year 
Jammu and Kashmir,538,2001,Rabi       
Jammu and Kashmir,1835,2001,Whole Year 
Jammu and Kashmir,71494,2001,Rabi       
Jammu and Kashmir,249830,2001,Kharif     
Jammu and Kashmir,271,2001,Whole Year 
Jammu and Kashmir,6249,2001,Kharif     
Jammu and Kashmir,132,2001,Whole Year 
Jammu and Kashmir,37,2001,Whole Year 
Jammu and Kashmir,12936,2001,Kharif     
Jammu and Kashmir,255514,2001,Rabi       
Delhi,1552,2002,Kharif     
Delhi,85,2002,Kharif     
Delhi,1,2002,Kharif     
Delhi,73,2002,Rabi       
Delhi,9273,2002,Kharif     
Delhi,94,2002,Kharif     
Delhi,339,2002,Kharif     
Delhi,61,2002,Whole Year 
Delhi,6096,2002,Kharif     
Delhi,5,2002,Whole Year 
Delhi,19860,2002,Rabi       
Jammu and Kashmir,13400,2002,Kharif     
Jammu and Kashmir,10353,2002,Rabi       
Jammu and Kashmir,44,2002,Kharif     
Jammu and Kashmir,228,2002,Rabi       
Jammu and Kashmir,49,2002,Kharif     
Jammu and Kashmir,129,2002,Kharif     
Jammu and Kashmir,250,2002,Rabi       
Jammu and Kashmir,329465,2002,Kharif     
Jammu and Kashmir,193,2002,Rabi       
Jammu and Kashmir,2650,2002,Kharif     
Jammu and Kashmir,3481,2002,Kharif     
Jammu and Kashmir,495,2002,Whole Year 
Jammu and Kashmir,63,2002,Rabi       
Jammu and Kashmir,6335,2002,Kharif     
Jammu and Kashmir,805,2002,Rabi       
Jammu and Kashmir,1737,2002,Whole Year 
Jammu and Kashmir,59296,2002,Rabi       
Jammu and Kashmir,236199,2002,Kharif     
Jammu and Kashmir,6416,2002,Kharif     
Jammu and Kashmir,470,2002,Kharif     
Jammu and Kashmir,117,2002,Whole Year 
Jammu and Kashmir,18,2002,Whole Year 
Jammu and Kashmir,14232,2002,Kharif     
Jammu and Kashmir,244157,2002,Rabi       
Jammu and Kashmir,36,2002,Whole Year 
Puducherry,207,2002,Kharif     
Puducherry,274,2002,Whole Year 
Puducherry,12,2002,Whole Year 
Puducherry,184,2002,Whole Year 
Puducherry,2279,2002,Whole Year 
Puducherry,5,2002,Whole Year 
Puducherry,314,2002,Kharif     
Puducherry,14,2002,Whole Year 
Puducherry,1017,2002,Rabi       
Puducherry,3,2002,Whole Year 
Puducherry,114,2002,Kharif     
Puducherry,24142,2002,Kharif     
Puducherry,2330,2002,Whole Year 
Puducherry,437,2002,Whole Year 
Puducherry,812,2002,Rabi       
Uttar Pradesh,831306,2002,Kharif     
Uttar Pradesh,242586,2002,Rabi       
Uttar Pradesh,4987,2002,Kharif     
Uttar Pradesh,855436,2002,Rabi       
Uttar Pradesh,81715,2002,Kharif     
Uttar Pradesh,268145,2002,Kharif     
Uttar Pradesh,37345,2002,Rabi       
Uttar Pradesh,755265,2002,Kharif     
Uttar Pradesh,19933,2002,Rabi       
Uttar Pradesh,563280,2002,Rabi       
Uttar Pradesh,22130,2002,Kharif     
Uttar Pradesh,31599,2002,Summer     
Uttar Pradesh,258,2002,Kharif     
Uttar Pradesh,8199,2002,Rabi       
Uttar Pradesh,11157,2002,Summer     
Uttar Pradesh,61,2002,Whole Year 
Uttar Pradesh,339606,2002,Rabi       
Uttar Pradesh,442030,2002,Whole Year 
Uttar Pradesh,590,2002,Rabi       
Uttar Pradesh,558989,2002,Rabi       
Uttar Pradesh,5209137,2002,Kharif     
Uttar Pradesh,4292,2002,Summer     
Uttar Pradesh,4001,2002,Whole Year 
Uttar Pradesh,80211,2002,Kharif     
Uttar Pradesh,21825,2002,Kharif     
Uttar Pradesh,4735,2002,Kharif     
Uttar Pradesh,2148981,2002,Whole Year 
Uttar Pradesh,7230,2002,Kharif     
Uttar Pradesh,23107,2002,Whole Year 
Uttar Pradesh,1116,2002,Whole Year 
Uttar Pradesh,401329,2002,Kharif     
Uttar Pradesh,55902,2002,Summer     
Uttar Pradesh,9162749,2002,Rabi       
Himachal Pradesh,312,2003,Kharif     
Himachal Pradesh,24324,2003,Rabi       
Himachal Pradesh,2044,2003,Kharif     
Himachal Pradesh,298467,2003,Kharif     
Himachal Pradesh,15036,2003,Whole Year 
Himachal Pradesh,81335,2003,Kharif     
Himachal Pradesh,365359,2003,Rabi       
Jammu and Kashmir,16696,2003,Kharif     
Jammu and Kashmir,9639,2003,Rabi       
Jammu and Kashmir,10,2003,Kharif     
Jammu and Kashmir,286,2003,Rabi       
Jammu and Kashmir,200,2003,Rabi       
Jammu and Kashmir,321189,2003,Kharif     
Jammu and Kashmir,174,2003,Rabi       
Jammu and Kashmir,1810,2003,Kharif     
Jammu and Kashmir,631,2003,Whole Year 
Jammu and Kashmir,145,2003,Rabi       
Jammu and Kashmir,1370,2003,Kharif     
Jammu and Kashmir,184,2003,Kharif     
Jammu and Kashmir,1202,2003,Rabi       
Jammu and Kashmir,1614,2003,Whole Year 
Jammu and Kashmir,56424,2003,Rabi       
Jammu and Kashmir,259815,2003,Kharif     
Jammu and Kashmir,123,2003,Whole Year 
Jammu and Kashmir,5744,2003,Kharif     
Jammu and Kashmir,3831,2003,Kharif     
Jammu and Kashmir,154,2003,Whole Year 
Jammu and Kashmir,7,2003,Whole Year 
Jammu and Kashmir,14609,2003,Kharif     
Jammu and Kashmir,250282,2003,Rabi       
Jammu and Kashmir,28,2003,Kharif     
Jammu and Kashmir,10,2003,Rabi       
Himachal Pradesh,281,2004,Kharif     
Himachal Pradesh,24427,2004,Rabi       
Himachal Pradesh,2043,2004,Kharif     
Himachal Pradesh,297887,2004,Kharif     
Himachal Pradesh,14808,2004,Whole Year 
Himachal Pradesh,79519,2004,Kharif     
Himachal Pradesh,367770,2004,Rabi       
Jammu and Kashmir,16045,2004,Kharif     
Jammu and Kashmir,9860,2004,Rabi       
Jammu and Kashmir,270,2004,Rabi       
Jammu and Kashmir,5977,2004,Kharif     
Jammu and Kashmir,322699,2004,Kharif     
Jammu and Kashmir,1944,2004,Kharif     
Jammu and Kashmir,589,2004,Rabi       
Jammu and Kashmir,2989,2004,Kharif     
Jammu and Kashmir,932,2004,Rabi       
Jammu and Kashmir,250044,2004,Kharif     
Jammu and Kashmir,14354,2004,Kharif     
Jammu and Kashmir,248613,2004,Rabi       
Odisha,3155,2004,Kharif     
Odisha,11117,2004,Kharif     
Odisha,6956,2004,Rabi       
Odisha,19060,2004,Whole Year 
Odisha,76113,2004,Whole Year 
Odisha,11044,2004,Whole Year 
Odisha,15674,2004,Kharif     
Odisha,31811,2004,Rabi       
Odisha,30494,2004,Autumn     
Odisha,54029,2004,Summer     
Odisha,3187,2004,Winter     
Odisha,240,2004,Summer     
Odisha,78105,2004,Winter     
Odisha,10071,2004,Kharif     
Odisha,2520,2004,Autumn     
Odisha,22376,2004,Rabi       
Odisha,58692,2004,Autumn     
Odisha,2071,2004,Summer     
Odisha,1575,2004,Winter     
Odisha,10400,2004,Rabi       
Odisha,18750,2004,Autumn     
Odisha,111395,2004,Summer     
Odisha,82486,2004,Winter     
Odisha,123617,2004,Rabi       
Odisha,26684,2004,Whole Year 
Odisha,41790,2004,Rabi       
Odisha,8506,2004,Winter     
Odisha,24161,2004,Autumn     
Odisha,261,2004,Summer     
Odisha,39385,2004,Winter     
Odisha,15863,2004,Winter     
Odisha,824000,2004,Autumn     
Odisha,293000,2004,Summer     
Odisha,3375000,2004,Winter     
Odisha,1804,2004,Rabi       
Odisha,4001,2004,Autumn     
Odisha,8284,2004,Summer     
Odisha,36428,2004,Winter     
Odisha,24875,2004,Kharif     
Odisha,14486,2004,Winter     
Odisha,7578,2004,Rabi       
Odisha,47112,2004,Whole Year 
Odisha,4760,2004,Whole Year 
Odisha,23860,2004,Whole Year 
Odisha,27222,2004,Autumn     
Odisha,4605,2004,Summer     
Odisha,92216,2004,Winter     
Odisha,4054,2004,Summer     
Uttar Pradesh,878399,2004,Kharif     
Uttar Pradesh,1615,2004,Whole Year 
Uttar Pradesh,209126,2004,Rabi       
Uttar Pradesh,5612,2004,Kharif     
Uttar Pradesh,19027,2004,Whole Year 
Uttar Pradesh,32348,2004,Whole Year 
Uttar Pradesh,692987,2004,Rabi       
Uttar Pradesh,95298,2004,Kharif     
Uttar Pradesh,2461,2004,Whole Year 
Uttar Pradesh,243547,2004,Kharif     
Uttar Pradesh,39106,2004,Rabi       
Uttar Pradesh,841751,2004,Kharif     
Uttar Pradesh,4156,2004,Rabi       
Uttar Pradesh,18430,2004,Whole Year 
Uttar Pradesh,435135,2004,Rabi       
Uttar Pradesh,618640,2004,Rabi       
Uttar Pradesh,5934405,2004,Kharif     
Uttar Pradesh,3254,2004,Kharif     
Uttar Pradesh,125525,2004,Kharif     
Uttar Pradesh,15937,2004,Kharif     
Uttar Pradesh,9306,2004,Kharif     
Uttar Pradesh,2002320,2004,Kharif     
Uttar Pradesh,14432,2004,Summer     
Uttar Pradesh,23096,2004,Whole Year 
Uttar Pradesh,23780,2004,Whole Year 
Uttar Pradesh,1594,2004,Rabi       
Uttar Pradesh,9373402,2004,Rabi       
Jammu and Kashmir,13008,2005,Kharif     
Jammu and Kashmir,37,2005,Kharif     
Jammu and Kashmir,35,2005,Kharif     
Jammu and Kashmir,996,2005,Kharif     
Jammu and Kashmir,38,2005,Kharif     
Jammu and Kashmir,514,2005,Rabi       
Jammu and Kashmir,34,2005,Kharif     
Jammu and Kashmir,1419,2005,Kharif     
Jammu and Kashmir,320924,2005,Kharif     
Jammu and Kashmir,1782,2005,Kharif     
Jammu and Kashmir,94,2005,Kharif     
Jammu and Kashmir,262,2005,Kharif     
Jammu and Kashmir,1157,2005,Kharif     
Jammu and Kashmir,81,2005,Kharif     
Jammu and Kashmir,786,2005,Kharif     
Jammu and Kashmir,3223,2005,Kharif     
Jammu and Kashmir,259014,2005,Kharif     
Jammu and Kashmir,225,2005,Kharif     
Jammu and Kashmir,2623,2005,Kharif     
Jammu and Kashmir,191,2005,Kharif     
Jammu and Kashmir,4,2005,Kharif     
Jammu and Kashmir,12,2005,Kharif     
Jammu and Kashmir,15490,2005,Kharif     
Jammu and Kashmir,436,2005,Kharif     
Jammu and Kashmir,436,2005,Rabi       
Jammu and Kashmir,20,2005,Kharif     
Uttar Pradesh,869288,2005,Kharif     
Uttar Pradesh,1991,2005,Whole Year 
Uttar Pradesh,214717,2005,Rabi       
Uttar Pradesh,5591,2005,Whole Year 
Uttar Pradesh,4366,2005,Kharif     
Uttar Pradesh,14999,2005,Whole Year 
Uttar Pradesh,30748,2005,Whole Year 
Uttar Pradesh,738865,2005,Rabi       
Uttar Pradesh,2327,2005,Whole Year 
Uttar Pradesh,227183,2005,Kharif     
Uttar Pradesh,35939,2005,Rabi       
Uttar Pradesh,810306,2005,Kharif     
Uttar Pradesh,25535,2005,Whole Year 
Uttar Pradesh,445197,2005,Rabi       
Uttar Pradesh,562270,2005,Rabi       
Uttar Pradesh,5571524,2005,Kharif     
Uttar Pradesh,4224,2005,Kharif     
Uttar Pradesh,102225,2005,Kharif     
Uttar Pradesh,20663,2005,Kharif     
Uttar Pradesh,3852,2005,Kharif     
Uttar Pradesh,2155791,2005,Kharif     
Uttar Pradesh,12599,2005,Summer     
Uttar Pradesh,20476,2005,Whole Year 
Uttar Pradesh,20591,2005,Whole Year 
Uttar Pradesh,979,2005,Rabi       
Uttar Pradesh,9163949,2005,Rabi       
Jammu and Kashmir,20775,2006,Kharif     
Jammu and Kashmir,19,2006,Kharif     
Jammu and Kashmir,9856,2006,Rabi       
Jammu and Kashmir,42,2006,Kharif     
Jammu and Kashmir,1432,2006,Kharif     
Jammu and Kashmir,137,2006,Rabi       
Jammu and Kashmir,560,2006,Kharif     
Jammu and Kashmir,31,2006,Kharif     
Jammu and Kashmir,524,2006,Rabi       
Jammu and Kashmir,4,2006,Kharif     
Jammu and Kashmir,39,2006,Kharif     
Jammu and Kashmir,2306,2006,Kharif     
Jammu and Kashmir,241,2006,Rabi       
Jammu and Kashmir,323598,2006,Kharif     
Jammu and Kashmir,129,2006,Rabi       
Jammu and Kashmir,1559,2006,Kharif     
Jammu and Kashmir,2396,2006,Kharif     
Jammu and Kashmir,779,2006,Rabi       
Jammu and Kashmir,372,2006,Rabi       
Jammu and Kashmir,52,2006,Rabi       
Jammu and Kashmir,4176,2006,Kharif     
Jammu and Kashmir,72,2006,Rabi       
Jammu and Kashmir,4280,2006,Kharif     
Jammu and Kashmir,288,2006,Kharif     
Jammu and Kashmir,821,2006,Rabi       
Jammu and Kashmir,889,2006,Kharif     
Jammu and Kashmir,857,2006,Rabi       
Jammu and Kashmir,58490,2006,Rabi       
Jammu and Kashmir,252516,2006,Kharif     
Jammu and Kashmir,335,2006,Kharif     
Jammu and Kashmir,5412,2006,Kharif     
Jammu and Kashmir,159,2006,Kharif     
Jammu and Kashmir,20,2006,Kharif     
Jammu and Kashmir,6,2006,Kharif     
Jammu and Kashmir,13836,2006,Kharif     
Jammu and Kashmir,261584,2006,Rabi       
Jammu and Kashmir,33,2006,Kharif     
Jammu and Kashmir,8,2006,Rabi       
Delhi,1586,2007,Kharif     
Delhi,75,2007,Kharif     
Delhi,47,2007,Rabi       
Delhi,8837,2007,Kharif     
Delhi,69,2007,Kharif     
Delhi,391,2007,Kharif     
Delhi,56,2007,Whole Year 
Delhi,7419,2007,Kharif     
Delhi,3,2007,Whole Year 
Delhi,17482,2007,Rabi       
Jammu and Kashmir,16816,2007,Kharif     
Jammu and Kashmir,560,2007,Kharif     
Jammu and Kashmir,9856,2007,Rabi       
Jammu and Kashmir,9,2007,Rabi       
Jammu and Kashmir,64,2007,Kharif     
Jammu and Kashmir,674,2007,Kharif     
